fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.702928870292887,0.6111111111111112,0.7048872180451128,0.566220238095238,0.5819794584500467
2,0.7133891213389121,0.6296296296296297,0.7143939393939394,0.5849702380952381,0.5932383996900126
3,0.7181628392484343,0.6415094339622641,0.6712285902503293,0.6102678571428571,0.6209790209790209
4,0.697286012526096,0.5849056603773585,0.6431302521008404,0.5633928571428571,0.5640151515151515
5,0.6576200417536534,0.5094339622641509,0.3763888888888889,0.43854166666666666,0.4042929292929293
6,0.6617954070981211,0.5660377358490566,0.4252100840336135,0.490625,0.45245295698924726
7,0.6743215031315241,0.6415094339622641,0.4126570048309179,0.4408333333333333,0.41517948717948716
8,0.7244258872651357,0.6226415094339622,0.6980072463768117,0.5977678571428572,0.6090014462679998
9,0.6764091858037579,0.6981132075471698,0.7935714285714286,0.6834821428571428,0.7023088979985532
10,0.6534446764091858,0.4716981132075472,0.26666666666666666,0.32333333333333336,0.277014157014157
Average,0.6879783544867707,0.5976589797344515,0.570614131915855,0.5299434523809523,0.5220461905376605
