0,0,0,0,0,0,0,0.492163,0,0,0,0.447486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172343,0,0,0,0.580009,0,0,0,0,0,0,0,0,0,0.159281,0,0.223924,0,0,0,0,0,0.340452,0,0,0,0,0,0,0,0,0,availability
0,0,0,0,0,0.247879,0,0,0,0,0,0,0.229486,0,0,0.419696,0.247879,0,0,0,0,0,0,0,0,0,0,0.229486,0.223703,0,0,0,0,0.226509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218531,0,0.419696,0,0,0,0,0,0.213852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109752,0,0.091128,0.195458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,availability
0,0,0.419291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468127,0,0,0,0.615629,0,0,0,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216269,0,0,0,0,0,0,0,0.764347,0,0,0,0,0,0.199879,0,0.280997,0,0,0,0,0,0.427226,0,0.259939,0,0,0,0,0,0,0,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208564,0,0,0,0,0.691837,0,0,0,0,0,0,0,0,0.192757,0,0.270986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maintainability
0,0.353794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,0.480877,0,0,0,0,0,0,0.356245,0,0,0,0,0,0,0,0,0,performance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339862,0.56913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170687,0,0.239959,0,0,0.229395,0,0,0,0,0,0,0,0,0,0,0,0,performance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470598,0.515292,0,0,0,0,0,0,0,0,0.312191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24644,0,0.204621,0,0,0,0,0,0,0,0.189287,0,0,0,0,0,0,0,availability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690298,0,0.462423,0,0,0,0,0,0,0,0.427769,0,0,0,0,0,0,0,availability
0,0,0,0,0,0,0,0,0.546007,0.553181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344056,0,0,0,0,0,0,0,security
