0,0,0.447486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340452,0,availability
0,0,0,0.229486,0,0.223703,0,0,0,0,0,0,0,0,0,0,0,0,0,availability
0.419291,0,0,0,0,0,0,0,0.437733,0,0,0,0,0,0,0,0,0,0.468127,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427226,0.259939,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maintainability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356245,0,performance
0,0,0,0,0,0,0.366105,0,0,0,0,0,0,0,0.229395,0,0,0,0,performance
0,0,0,0,0,0,0.312191,0,0,0,0,0,0,0,0,0,0,0,0.189287,availability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427769,availability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344056,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maintainability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usability
0,0,0,0,0,0,0,0,0.297909,0,0,0,0,0,0.265631,0,0,0.249512,0.151812,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318767,0,0,0,0,performance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,security
0,0,0,0,0,0,0,0,0,0.329598,0,0,0,0,0.219933,0,0,0.349783,0.21282,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usability
0,0,0.419659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328914,availability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661759,'fault tolerance'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463429,0,0,maintainability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538219,security
0,0,0,0,0.484192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,security
0.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177424,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scalability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202314,scalability
0,0,0.443326,0,0,0,0,0,0,0,0,0,0,0,0.2897,0,0,0,0,availability
0,0,0,0,0,0,0,0.501289,0,0,0,0,0,0,0,0,0,0,0,availability
0,0,0,0,0,0,0.363047,0,0,0,0,0.599234,0,0,0,0,0,0,0.220122,performance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35947,0,0,0,0,performance
0,0,0,0,0,0.34555,0,0,0,0,0,0,0,0,0,0,0,0,0,availability
0,0,0,0,0,0,0.176176,0,0,0,0,0,0,0,0,0,0,0,0,availability
0.772514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,security
0,0,0,0,0,0,0,0,0,0,0.78314,0,0,0,0,0,0,0,0.160944,usability
0.255845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3248,security
0,0,0,0,0,0,0,0,0,0,0.427262,0,0,0,0,0,0,0,0.184273,usability
0,0,0,0,0,0.413773,0,0,0,0,0,0,0,0,0,0,0,0,0,availability
0.264214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140563,performance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240666,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235628,security
0,0,0,0,0,0,0,0,0.648039,0,0,0,0,0,0,0,0,0,0.559137,security
0.339934,0,0,0,0,0,0,0,0,0,0,0,0,0.499112,0,0,0,0,0.3062,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261379,scalability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usability
0,0,0,0,0.457388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345579,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474508,0,0,0,0,availability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24923,0.15164,usability
0,0,0,0,0,0,0.554737,0,0,0,0,0,0,0,0,0,0,0,0,performance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412052,security
0,0,0,0,0,0.391928,0,0.357055,0,0,0,0,0,0,0,0,0,0,0,availability
0,0,0,0,0,0,0,0,0,0,0.340695,0,0,0,0,0,0,0,0.182126,usability
0,0,0,0,0,0,0.265163,0,0.534178,0,0,0,0,0,0,0,0,0,0,performance
0,0,0,0,0,0,0.34782,0,0,0,0,0,0,0,0,0,0,0,0,performance
0,0.55843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,availability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158439,usability
0,0,0.471523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3205,0,0.128914,maintainability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327017,security
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406181,0,usability
0,0,0.457789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maintainability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427226,0.259939,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322927,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464813,0,0.268693,0.163482,usability
0,0,0,0,0,0,0,0,0,0,0.805337,0,0,0,0,0,0,0,0,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0.670453,0,0,0,0,0,security
0,0,0,0,0,0.524421,0,0,0,0,0,0,0,0,0,0,0,0,0.19762,availability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227005,usability
0,0,0,0.394082,0,0,0,0,0,0,0,0,0,0,0.253295,0,0,0,0.144762,scalability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284125,0,0,0,0,usability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usability
