fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.5848375451263538,0.5806451612903226,0.29378167641325537,0.39166666666666666,0.3337301587301587
2,0.5956678700361011,0.45161290322580644,0.23056530214424953,0.3055555555555556,0.2612745098039216
3,0.6028880866425993,0.6129032258064516,0.4733478576615832,0.445734126984127,0.43040078201368526
4,0.575812274368231,0.4838709677419355,0.23828378817413906,0.32222222222222224,0.2697420634920635
5,0.6245487364620939,0.5806451612903226,0.41455026455026456,0.4369047619047619,0.4160817676946709
6,0.5595667870036101,0.45161290322580644,0.22791580400276054,0.29791666666666666,0.25727275262878974
7,0.5657657657657658,0.5081967213114754,0.2516666666666667,0.3347222222222222,0.28524970963995355
8,0.581981981981982,0.5573770491803278,0.4444160272804774,0.3828373015873015,0.35413614163614165
9,0.5981981981981982,0.5409836065573771,0.35526460254721126,0.37936507936507935,0.34799820062977965
10,0.5855855855855856,0.5081967213114754,0.2643924626380767,0.3444444444444444,0.29514472455648927
Average,0.5874852831170521,0.5276044420941302,0.31941844520786844,0.36413690476190474,0.32510308108256536
