fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.7217573221757322,0.6481481481481481,0.5415018315018315,0.491547619047619,0.504470159308869
2,0.6924686192468619,0.6111111111111112,0.4062962962962963,0.42333333333333334,0.3968864468864469
3,0.6847599164926931,0.6226415094339622,0.5871031746031746,0.575595238095238,0.5775208986415883
4,0.732776617954071,0.6981132075471698,0.6948621553884712,0.6813988095238095,0.683528371560826
5,0.7244258872651357,0.6415094339622641,0.7094689849624061,0.6313988095238096,0.6533889221832934
6,0.697286012526096,0.6037735849056604,0.3696981424148607,0.4175,0.39117647058823535
7,0.7348643006263048,0.660377358490566,0.47769360269360267,0.4560515873015873,0.4516926428691135
8,0.7286012526096033,0.660377358490566,0.7508012820512819,0.6300595238095238,0.6497947454844007
9,0.6826722338204593,0.660377358490566,0.4986742424242424,0.5729166666666667,0.5287725225225226
10,0.6826722338204593,0.49056603773584906,0.37871657754010696,0.421875,0.39015595684803
Average,0.7082284396537417,0.6296995108315863,0.5414816289876275,0.5301676587301587,0.5227387136893326
