fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6820083682008368,0.6111111111111112,0.4828964194373402,0.525,0.49364697802197804
2,0.6506276150627615,0.6481481481481481,0.39607843137254906,0.44749999999999995,0.41996434937611404
3,0.6889352818371608,0.6415094339622641,0.7351190476190476,0.5732142857142857,0.5694444444444444
4,0.7139874739039666,0.6792452830188679,0.6666666666666666,0.6446428571428571,0.6414705882352941
5,0.7077244258872651,0.6037735849056604,0.5209457209457209,0.4488095238095238,0.4639701770736253
6,0.7306889352818372,0.660377358490566,0.5619298245614035,0.5489285714285714,0.5475825426944971
7,0.6931106471816284,0.5660377358490566,0.563988603988604,0.4196428571428571,0.43781912144702845
8,0.7265135699373695,0.5660377358490566,0.5013888888888889,0.5096726190476191,0.5006189344424639
9,0.6889352818371608,0.660377358490566,0.7514880952380952,0.6311011904761905,0.6497947454844006
10,0.6951983298538622,0.5471698113207547,0.4082726736179422,0.4697916666666667,0.4322916666666667
Average,0.6977729928983849,0.6183787561146051,0.5588774372336258,0.5218303571428572,0.5156603547886512
