fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.7447698744769874,0.7592592592592593,0.7619047619047619,0.7324404761904761,0.7388888888888889
2,0.7405857740585774,0.6296296296296297,0.6580915429599641,0.6008928571428571,0.6159854851031321
3,0.7453027139874739,0.6981132075471698,0.7571271929824561,0.6592261904761905,0.6779569892473117
4,0.7369519832985386,0.6226415094339622,0.6598214285714286,0.6369047619047619,0.6287138787138788
5,0.7411273486430062,0.660377358490566,0.7393207282913166,0.6311011904761905,0.6475198412698413
6,0.7515657620041754,0.6037735849056604,0.6075892857142857,0.6191964285714285,0.6124640804597701
7,0.7473903966597077,0.7735849056603774,0.8101190476190476,0.784077380952381,0.7897130647130648
8,0.755741127348643,0.6415094339622641,0.6068181818181819,0.6154761904761905,0.6039011391833973
9,0.7014613778705637,0.7547169811320755,0.781687675070028,0.7694940476190477,0.7700892857142857
10,0.7265135699373695,0.5849056603773585,0.4513528138528139,0.503125,0.46743391743391743
Average,0.7391409928285043,0.6728511530398322,0.6833832658784285,0.6551934523809524,0.6552666570727488
