fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6076923076923076,0.5862068965517241,0.34941176470588237,0.4408333333333333,0.38706726986624707
2,0.6288461538461538,0.603448275862069,0.36715686274509807,0.45583333333333337,0.40499999999999997
3,0.6153846153846154,0.603448275862069,0.31209150326797386,0.3736111111111111,0.336489898989899
4,0.6192307692307693,0.5689655172413793,0.6154761904761904,0.4904761904761904,0.5073515857956086
5,0.6173076923076923,0.6724137931034483,0.4081818181818182,0.49833333333333335,0.4460960960960961
6,0.6269230769230769,0.5862068965517241,0.3555555555555555,0.4341666666666667,0.3883333333333333
7,0.6557692307692308,0.5172413793103449,0.4248217468805704,0.4365476190476191,0.4225
8,0.6346153846153846,0.5344827586206896,0.3478021978021978,0.40499999999999997,0.36781506781506773
9,0.6046065259117083,0.543859649122807,0.5531746031746032,0.42857142857142866,0.40196687370600415
10,0.6161228406909789,0.47368421052631576,0.3046551724137931,0.36,0.30799548277809147
Average,0.6226498597371918,0.5689957652752572,0.4038327415203683,0.43233730158730166,0.39706156083803473
