fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.7542168674698795,0.7872340425531915,0.6106060606060606,0.5895833333333333,0.5907407407407407
2,0.7831325301204819,0.723404255319149,0.5615384615384615,0.54375,0.5488927090706845
3,0.7620192307692307,0.7391304347826086,0.7374416433239963,0.7402777777777777,0.7372775305895439
4,0.7980769230769231,0.8695652173913043,0.8680555555555557,0.8708333333333332,0.8688172043010755
5,0.7764423076923077,0.782608695652174,0.7875816993464052,0.7861111111111111,0.7797619047619048
6,0.7836538461538461,0.6956521739130435,0.7349206349206349,0.6986111111111111,0.6974358974358973
7,0.7620192307692307,0.6739130434782609,0.7417767417767417,0.6694444444444444,0.673076923076923
8,0.7836538461538461,0.6304347826086957,0.6339869281045751,0.6305555555555555,0.6287177328843995
9,0.8004807692307693,0.8043478260869565,0.8077865761689291,0.8069444444444445,0.8032767890248423
10,0.8028846153846154,0.6086956521739131,0.6018518518518519,0.6055555555555555,0.6001683501683501
Average,0.7806580166821131,0.7314986123959296,0.7085546153193213,0.6941666666666666,0.6928165782054362
