fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.575812274368231,0.5806451612903226,0.3008301404853129,0.3909722222222222,0.3335115864527629
2,0.6010830324909747,0.5161290322580645,0.36460113960113966,0.41210317460317464,0.38273809523809527
3,0.6046931407942239,0.5645161290322581,0.45433436532507737,0.3856150793650794,0.36101190476190476
4,0.5740072202166066,0.5161290322580645,0.2946563240680888,0.3416666666666666,0.3075826427871336
5,0.6119133574007221,0.5483870967741935,0.39924242424242423,0.40267857142857144,0.3791148791148791
6,0.592057761732852,0.5,0.25077846130477705,0.33055555555555555,0.2848092453355611
7,0.581981981981982,0.5901639344262295,0.45942760942760946,0.4050595238095238,0.37190362631539103
8,0.5963963963963964,0.4918032786885246,0.29700722394220846,0.33978174603174605,0.3147653000594177
9,0.5873873873873874,0.47540983606557374,0.2321362229102167,0.32222222222222224,0.26801470588235293
10,0.5945945945945946,0.4426229508196721,0.23388567953785344,0.3,0.25407326947763403
Average,0.591992714736397,0.5225806451612903,0.3286899590844708,0.3630654761904762,0.3257525255425132
