fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.8646209386281588,0.7580645161290323,0.7386243386243385,0.6801587301587301,0.6930763230763232
2,0.871841155234657,0.7258064516129032,0.7592203548085901,0.696329365079365,0.7153769841269842
3,0.871841155234657,0.7258064516129032,0.6692654839713663,0.6072420634920636,0.623860453272218
4,0.8646209386281588,0.7096774193548387,0.7388888888888889,0.6541666666666667,0.656084656084656
5,0.868231046931408,0.6774193548387096,0.6994047619047619,0.6250992063492063,0.646542809042809
6,0.871841155234657,0.6935483870967742,0.6784696784696784,0.6921626984126984,0.6816347970408035
7,0.8666666666666667,0.819672131147541,0.7913398692810457,0.7560515873015873,0.7698153698153698
8,0.8648648648648649,0.7213114754098361,0.6701914098972922,0.7002976190476189,0.6804188195317228
9,0.8504504504504504,0.7868852459016393,0.8563695563695565,0.7055555555555556,0.7156746031746032
10,0.8738738738738738,0.6229508196721312,0.5464912280701755,0.5650793650793651,0.54241870661308
Average,0.8668852245747554,0.7241142252776309,0.7148265570285695,0.6682142857142856,0.672490352177857
