fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6346153846153846,0.6379310344827587,0.5766666666666668,0.529047619047619,0.5257142857142856
2,0.6596153846153846,0.5344827586206896,0.3501811594202898,0.40499999999999997,0.3714770797962649
3,0.6730769230769231,0.603448275862069,0.46169467787114843,0.49404761904761907,0.476890756302521
4,0.6692307692307692,0.6896551724137931,0.544027149321267,0.5734523809523809,0.5541283524904215
5,0.6826923076923077,0.7068965517241379,0.7811111111111112,0.6753571428571429,0.706787330316742
6,0.6192307692307693,0.5517241379310345,0.3861319966583124,0.37906746031746036,0.37643595976929306
7,0.6538461538461539,0.5344827586206896,0.528623188405797,0.49261904761904757,0.4977845254161043
8,0.6384615384615384,0.5689655172413793,0.4457575757575758,0.46047619047619043,0.43988962304751783
9,0.6257197696737045,0.6491228070175439,0.4003846153846154,0.49333333333333335,0.43537372147915027
10,0.6353166986564299,0.5614035087719298,0.3388010540184453,0.42666666666666664,0.37027553869659136
Average,0.6491805699099366,0.6038112522686025,0.4813379194615228,0.49290674603174606,0.47547571730288923
