fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.5590828924162258,0.5079365079365079,0.2301360544217687,0.29761904761904756,0.2554059341275489
2,0.4638447971781305,0.3968253968253968,0.20480499892264598,0.2369047619047619,0.1755633483908876
3,0.5520282186948854,0.5079365079365079,0.22312925170068024,0.2928571428571428,0.24870503340120745
4,0.5925925925925926,0.3968253968253968,0.20900465449337632,0.23945578231292514,0.2194005857871404
5,0.5432098765432098,0.49206349206349204,0.208203933747412,0.28095238095238095,0.23795935247548153
6,0.5978835978835979,0.4603174603174603,0.2017857142857143,0.2625,0.2215821812596006
7,0.5555555555555556,0.5238095238095238,0.2269736842105263,0.3089285714285714,0.2574140121164745
8,0.5679012345679012,0.5555555555555556,0.23914027149321265,0.3279761904761905,0.2741724738675958
9,0.5890652557319224,0.5238095238095238,0.22453416149068323,0.31428571428571433,0.26165413533834586
10,0.5502645502645502,0.3492063492063492,0.14917293233082707,0.2095238095238095,0.1735294117647059
Average,0.5571428571428572,0.47142857142857136,0.2116885657096847,0.27710034013605445,0.23253864685289885
