fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.8048192771084337,0.8297872340425532,0.8400673400673401,0.8263888888888888,0.8250377073906486
2,0.7783132530120482,0.574468085106383,0.44375,0.428125,0.4290277777777778
3,0.8052884615384616,0.717391304347826,0.5742566257272139,0.5385416666666667,0.5538690476190476
4,0.8004807692307693,0.8043478260869565,0.8153594771241829,0.8041666666666667,0.805064534231201
5,0.7788461538461539,0.782608695652174,0.7876750700280112,0.7833333333333333,0.7839265850945497
6,0.7956730769230769,0.6304347826086957,0.6369047619047619,0.6361111111111111,0.615794504181601
7,0.8052884615384616,0.7608695652173914,0.7972027972027972,0.7624999999999998,0.7615360718808994
8,0.7932692307692307,0.6956521739130435,0.5678212074303406,0.5208333333333334,0.5267274844720496
9,0.7644230769230769,0.8043478260869565,0.8161881977671452,0.8083333333333332,0.7990957434347693
10,0.7908653846153846,0.6521739130434783,0.6474358974358975,0.6472222222222223,0.639377472710806
Average,0.7917267145505097,0.725208140610546,0.692666137468769,0.6755555555555556,0.673945692879335
