fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6596153846153846,0.6551724137931034,0.5111764705882353,0.5246428571428572,0.5024020694752402
2,0.6384615384615384,0.5689655172413793,0.451155462184874,0.4629761904761905,0.4486536022826345
3,0.6019230769230769,0.603448275862069,0.5681965093729799,0.4619047619047619,0.4416666666666666
4,0.6269230769230769,0.5689655172413793,0.2951291627762216,0.3520833333333333,0.3199643493761141
5,0.6307692307692307,0.6379310344827587,0.38917293233082706,0.4725,0.4208512673362027
6,0.6173076923076923,0.4482758620689655,0.3560606060606061,0.3494047619047619,0.333614180982602
7,0.6230769230769231,0.6206896551724138,0.5995879120879122,0.4860714285714286,0.4655730897009967
8,0.6326923076923077,0.5517241379310345,0.3264565156206023,0.41916666666666663,0.3653707183118948
9,0.6026871401151631,0.6140350877192983,0.3688095238095238,0.4666666666666666,0.4106195596518177
10,0.6276391554702495,0.45614035087719296,0.2718137254901961,0.3466666666666666,0.30233664185277087
Average,0.6261095526354643,0.5725347852389594,0.4137558820321979,0.4342083333333333,0.401105214563694
