fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6101083032490975,0.5645161290322581,0.3509259259259259,0.4066468253968254,0.37633865537091343
2,0.6191335740072202,0.45161290322580644,0.40268065268065273,0.3196428571428571,0.29982137309723517
3,0.6101083032490975,0.5645161290322581,0.3703703703703704,0.4130952380952381,0.3887670064140652
4,0.6173285198555957,0.4838709677419355,0.3259018759018759,0.3737103174603174,0.3350324210539264
5,0.6155234657039711,0.5967741935483871,0.4568181818181818,0.4466269841269841,0.4367833072417113
6,0.5974729241877257,0.5161290322580645,0.27618135376756064,0.34097222222222223,0.29870335230866535
7,0.5783783783783784,0.4098360655737705,0.36883541295306005,0.29444444444444445,0.28225953225953226
8,0.6198198198198198,0.5081967213114754,0.31185300207039335,0.3508928571428571,0.322032353611301
9,0.6108108108108108,0.6065573770491803,0.39770408163265303,0.3850340136054422,0.37002413868773315
10,0.6216216216216216,0.4918032786885246,0.3419908466819222,0.37142857142857144,0.34851962563609834
Average,0.6100305720883339,0.519381279746166,0.36032617038025966,0.370249433106576,0.34582817656811815
