fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.5776173285198556,0.5967741935483871,0.2970328282828283,0.40138888888888885,0.33923933075036644
2,0.6155234657039711,0.43548387096774194,0.2650674304809643,0.2971088435374149,0.2795214637579169
3,0.6299638989169675,0.5645161290322581,0.36594516594516596,0.39692460317460315,0.37163814532235584
4,0.6227436823104693,0.5806451612903226,0.3856209150326797,0.4496031746031746,0.41172164811870693
5,0.6227436823104693,0.5967741935483871,0.5007002801120448,0.4912698412698413,0.4848133848133848
6,0.6064981949458483,0.5806451612903226,0.41364522417154,0.435515873015873,0.41830065359477125
7,0.5927927927927928,0.5901639344262295,0.30460358056265985,0.39166666666666666,0.3418498168498168
8,0.5945945945945946,0.5409836065573771,0.2826949620427881,0.3576388888888889,0.3142174432497013
9,0.6054054054054054,0.6229508196721312,0.35884583253004304,0.41632653061224495,0.38215286114445773
10,0.6414414414414414,0.5245901639344263,0.3872073578595318,0.43174603174603177,0.4043859649122807
Average,0.6109324486941816,0.5633527234267584,0.3561363577020246,0.4069189342403628,0.37478407125137586
