fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.7590361445783133,0.7021276595744681,0.7285353535353535,0.6986111111111111,0.6932234432234433
2,0.7903614457831325,0.6170212765957447,0.6144957983193277,0.6152777777777777,0.6144636015325671
3,0.7692307692307693,0.6739130434782609,0.669187675070028,0.6708333333333334,0.6695228143504006
4,0.7740384615384616,0.717391304347826,0.7302436125965538,0.7166666666666667,0.7160633484162897
5,0.7836538461538461,0.717391304347826,0.7327485380116959,0.7180555555555556,0.7187668376789187
6,0.7956730769230769,0.6956521739130435,0.6937321937321936,0.6972222222222223,0.6919657403528371
7,0.7788461538461539,0.717391304347826,0.5604946524064172,0.5364583333333334,0.544364237912625
8,0.7716346153846154,0.7391304347826086,0.7416666666666667,0.7388888888888889,0.7397849462365592
9,0.7716346153846154,0.7391304347826086,0.7616359675183205,0.7416666666666667,0.7399691358024691
10,0.7836538461538461,0.5652173913043478,0.5676691729323308,0.561111111111111,0.5402597402597403
Average,0.777776297497683,0.688436632747456,0.6800409630788888,0.6694791666666666,0.666838384576585
