fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6046931407942239,0.5,0.3475602884832094,0.3615079365079365,0.34008136924803595
2,0.6299638989169675,0.43548387096774194,0.30172735760971053,0.31914682539682543,0.30177970177970176
3,0.5902527075812274,0.5,0.26493952271984306,0.29362244897959183,0.27390704533561683
4,0.5884476534296029,0.45161290322580644,0.26406926406926406,0.2986111111111111,0.2534917348581945
5,0.6245487364620939,0.5806451612903226,0.43661946259985474,0.4375992063492064,0.42243867243867245
6,0.6155234657039711,0.5161290322580645,0.3804626745803217,0.4086309523809524,0.38383642855187566
7,0.618018018018018,0.6065573770491803,0.41691970310391363,0.46557539682539684,0.4373015873015873
8,0.5873873873873874,0.5573770491803278,0.4512987012987013,0.4138888888888889,0.3980273376825101
9,0.6234234234234234,0.639344262295082,0.461140350877193,0.48412698412698413,0.4594771241830065
10,0.6018018018018018,0.4098360655737705,0.20646945646945647,0.27777777777777773,0.23646373646373645
Average,0.6084060233518717,0.5196985721840297,0.3531206781811468,0.37604875283446715,0.3506804737842938
