fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.575812274368231,0.5161290322580645,0.26328405017921147,0.3451388888888889,0.2920460611606802
2,0.6064981949458483,0.41935483870967744,0.29224934316467494,0.29464285714285715,0.2718151588120628
3,0.6155234657039711,0.5806451612903226,0.4046840958605665,0.41011904761904766,0.38848210612916495
4,0.555956678700361,0.5161290322580645,0.26760477582846004,0.34097222222222223,0.2970171114207123
5,0.5974729241877257,0.5483870967741935,0.2786596119929453,0.36319444444444443,0.30918060918060913
6,0.5902527075812274,0.532258064516129,0.28055555555555556,0.3506944444444444,0.3058964469378214
7,0.5765765765765766,0.4262295081967213,0.214795008912656,0.28125,0.24288762446657186
8,0.6306306306306306,0.5245901639344263,0.3521825396825397,0.40009920634920637,0.3686585745409275
9,0.5603603603603604,0.5573770491803278,0.2868233618233618,0.37777777777777777,0.3190476190476191
10,0.6306306306306306,0.47540983606557374,0.32415501165501165,0.3857142857142857,0.34788353004671785
Average,0.5939714443685562,0.5096509783183502,0.29649933546549834,0.3549603174603175,0.31429148417428876
