fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6653846153846154,0.6896551724137931,0.5833974358974359,0.5826190476190476,0.5724116743471581
2,0.5980769230769231,0.5172413793103449,0.36637205387205385,0.3658730158730159,0.3504887560194465
3,0.6288461538461538,0.603448275862069,0.48187929717341477,0.496547619047619,0.4805405405405406
4,0.6326923076923077,0.5689655172413793,0.4572927072927072,0.4682142857142857,0.4538676607642125
5,0.6,0.5689655172413793,0.4880510366826156,0.4554761904761905,0.4428042328042328
6,0.6384615384615384,0.603448275862069,0.5072222222222222,0.5270238095238096,0.5047409400350577
7,0.6461538461538462,0.5517241379310345,0.434171826625387,0.4632142857142857,0.44665101028004256
8,0.6384615384615384,0.5517241379310345,0.45022875816993463,0.49535714285714283,0.470674486803519
9,0.6161228406909789,0.6140350877192983,0.5366788766788767,0.5276190476190477,0.5149361207897794
10,0.6199616122840691,0.5789473684210527,0.3621212121212122,0.43999999999999995,0.38558558558558553
Average,0.6284161376051971,0.5848154869933454,0.46674154267358603,0.4821944444444444,0.46227010079695746
