fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.7133891213389121,0.6111111111111112,0.5943223443223443,0.5842261904761905,0.5657671957671958
2,0.6736401673640168,0.5555555555555556,0.4285714285714286,0.48020833333333335,0.4476682564917859
3,0.6659707724425887,0.6037735849056604,0.7103174603174602,0.5409226190476191,0.5402056277056277
4,0.6597077244258872,0.6037735849056604,0.7059294871794871,0.5419642857142857,0.5333141321044547
5,0.6847599164926931,0.5471698113207547,0.5473429951690821,0.490922619047619,0.48205710354317166
6,0.6597077244258872,0.5471698113207547,0.3359477124183007,0.37666666666666665,0.35492424242424236
7,0.6617954070981211,0.5094339622641509,0.48601973684210525,0.49464285714285716,0.48433179723502306
8,0.6764091858037579,0.49056603773584906,0.3611111111111111,0.42708333333333337,0.38941488618907977
9,0.6680584551148225,0.5471698113207547,0.6692868534973798,0.513095238095238,0.5305010893246187
10,0.6910229645093946,0.49056603773584906,0.3611111111111111,0.421875,0.3767188240872451
Average,0.6754461439016081,0.5506289308176101,0.519996024053981,0.4871607142857143,0.47049031548724446
