fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.592057761732852,0.4838709677419355,0.22780350084697912,0.2791666666666667,0.24322344322344325
2,0.5848375451263538,0.45161290322580644,0.24393939393939398,0.30486111111111114,0.260567296996663
3,0.6263537906137184,0.5483870967741935,0.3592592592592592,0.3878968253968254,0.36531986531986527
4,0.5956678700361011,0.5645161290322581,0.2916666666666667,0.3729166666666666,0.324055330634278
5,0.5974729241877257,0.6129032258064516,0.4668305728088337,0.4302579365079365,0.4082977207977208
6,0.6028880866425993,0.532258064516129,0.26587301587301587,0.3506944444444444,0.30244530244530243
7,0.6216216216216216,0.5081967213114754,0.36347687400318973,0.40099206349206357,0.37207311207311206
8,0.5963963963963964,0.4918032786885246,0.2597121578099839,0.3263888888888889,0.2873431206098738
9,0.5765765765765766,0.5573770491803278,0.2807539682539683,0.37777777777777777,0.3197775939711424
10,0.6,0.4918032786885246,0.22032443746729458,0.2857142857142857,0.24444444444444444
Average,0.5993872572933945,0.5242728714965627,0.2979639846928585,0.3516666666666667,0.31275472305158447
