fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.5577617328519856,0.5645161290322581,0.36862990810359236,0.405952380952381,0.3775995246583482
2,0.5848375451263538,0.45161290322580644,0.29118773946360155,0.31547619047619047,0.2888888888888889
3,0.5397111913357401,0.5,0.2490740740740741,0.3284722222222222,0.28265993265993267
4,0.5703971119133574,0.45161290322580644,0.2767197496847709,0.2880102040816327,0.27727133293635753
5,0.572202166064982,0.532258064516129,0.40304347826086956,0.3915674603174603,0.3737179487179487
6,0.5649819494584838,0.5,0.4153574473267568,0.36041666666666666,0.3446312341049183
7,0.5711711711711712,0.5409836065573771,0.27584876543209874,0.36041666666666666,0.30803571428571425
8,0.5693693693693693,0.4918032786885246,0.24997911445279866,0.32708333333333334,0.2830687830687831
9,0.5369369369369369,0.5245901639344263,0.32936507936507936,0.38611111111111107,0.3456159606404065
10,0.5675675675675675,0.47540983606557374,0.39833759590792833,0.3349206349206349,0.30631265664160406
Average,0.5634936741795947,0.5032786885245901,0.3257542952071571,0.34984268707482996,0.3187801976602902
