fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.7903614457831325,0.7659574468085106,0.7757575757575758,0.7666666666666666,0.7524966261808368
2,0.7759036144578313,0.6595744680851063,0.6775599128540305,0.6611111111111111,0.6623376623376623
3,0.7884615384615384,0.6521739130434783,0.5407647907647908,0.490625,0.5089743589743589
4,0.7908653846153846,0.717391304347826,0.7189126662810873,0.7166666666666667,0.7120448179271709
5,0.7836538461538461,0.717391304347826,0.7220354808590103,0.7180555555555556,0.7180555555555556
6,0.7980769230769231,0.6304347826086957,0.6557275541795666,0.6333333333333333,0.6291478129713424
7,0.7524038461538461,0.5869565217391305,0.5887066365007542,0.5888888888888889,0.585789766407119
8,0.7740384615384616,0.6956521739130435,0.6948717948717947,0.6986111111111111,0.6878489326765189
9,0.7836538461538461,0.6956521739130435,0.701263197586727,0.6972222222222223,0.6956108639228772
10,0.7980769230769231,0.6521739130434783,0.6618142206377501,0.6513888888888889,0.6495726495726496
Average,0.7835495829471733,0.6773358001850138,0.6737413830293086,0.6622569444444444,0.6601879046526091
