fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.575812274368231,0.5645161290322581,0.361133069828722,0.44027777777777777,0.3887389413705204
2,0.648014440433213,0.532258064516129,0.37823725981620715,0.3844246031746032,0.3641895141895142
3,0.5884476534296029,0.46774193548387094,0.24823633156966488,0.30833333333333335,0.2710577457971202
4,0.6101083032490975,0.5483870967741935,0.40070581592320725,0.4153769841269841,0.39483323693850014
5,0.631768953068592,0.6129032258064516,0.48363442113442107,0.43164682539682536,0.4144670532601567
6,0.6516245487364621,0.5483870967741935,0.43958855472013364,0.4280753968253968,0.41602564102564105
7,0.645045045045045,0.5737704918032787,0.44656084656084655,0.444047619047619,0.4338624338624339
8,0.6432432432432432,0.5245901639344263,0.3355628654970761,0.38740079365079366,0.35780228758169935
9,0.5693693693693693,0.5409836065573771,0.2718101733447002,0.3666666666666667,0.3110989278752436
10,0.6486486486486487,0.5409836065573771,0.40746031746031747,0.4301587301587302,0.41182581786030054
Average,0.6212082479591505,0.5454521417239556,0.3772929655855296,0.403640873015873,0.376390159976113
