fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.6778242677824268,0.7407407407407407,0.558288770053476,0.6375,0.5923444976076555
2,0.6903765690376569,0.6296296296296297,0.47896825396825393,0.5427083333333333,0.5072602013778484
3,0.6638830897703549,0.6037735849056604,0.45907738095238093,0.521875,0.4859431003584229
4,0.6659707724425887,0.6792452830188679,0.5219298245614035,0.418452380952381,0.4319808731573438
5,0.7265135699373695,0.6037735849056604,0.5061660079051384,0.43357142857142855,0.43890838206627675
6,0.7244258872651357,0.6226415094339622,0.7029532967032968,0.5967261904761905,0.6157738095238096
7,0.6701461377870563,0.6037735849056604,0.45163690476190477,0.5197916666666667,0.4821272885789014
8,0.6910229645093946,0.5660377358490566,0.4447811447811448,0.4916666666666667,0.4495450785773367
9,0.7056367432150313,0.5660377358490566,0.4876190476190477,0.45511904761904753,0.46003297727435655
10,0.7369519832985386,0.5660377358490566,0.5775030525030526,0.583779761904762,0.5796218487394958
Average,0.6952751985045553,0.6181691125087352,0.51889236838091,0.5201190476190476,0.5043538057261447
