fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.675,0.6551724137931034,0.5153846153846153,0.5246428571428572,0.5037564585951684
2,0.6153846153846154,0.5689655172413793,0.3521203007518797,0.43166666666666664,0.38221674876847284
3,0.6288461538461538,0.5344827586206896,0.33461538461538465,0.39666666666666667,0.3573170731707317
4,0.6288461538461538,0.603448275862069,0.36322128851540614,0.44666666666666666,0.40026276276276274
5,0.6480769230769231,0.7241379310344828,0.7663226694186447,0.604642857142857,0.6229411764705882
6,0.6365384615384615,0.5517241379310345,0.35194805194805195,0.4083333333333333,0.37393483709273184
7,0.6365384615384615,0.5172413793103449,0.32362318840579707,0.39249999999999996,0.3519298245614035
8,0.6557692307692308,0.5862068965517241,0.4486335403726708,0.4738095238095238,0.45492712700721594
9,0.6429942418426103,0.6140350877192983,0.47500000000000003,0.4396825396825397,0.43997211497211497
10,0.6314779270633397,0.5087719298245614,0.32476190476190475,0.3866666666666666,0.3412991452991453
Average,0.639947216890595,0.5864186327888687,0.42556309441743545,0.45052777777777775,0.42285572687003353
