fold,accuracy train,accuracy test,precision,recall,f1_score
1,0.7662650602409639,0.8723404255319149,0.8763616557734203,0.8736111111111112,0.867296918767507
2,0.7903614457831325,0.6382978723404256,0.501797385620915,0.478125,0.47506944444444443
3,0.7836538461538461,0.6956521739130435,0.5367647058823529,0.5208333333333333,0.5260416666666666
4,0.78125,0.6739130434782609,0.5230462519936203,0.5083333333333333,0.5079520697167756
5,0.7692307692307693,0.717391304347826,0.7727920227920227,0.7222222222222222,0.7145543345543346
6,0.78125,0.5652173913043478,0.3625,0.33916666666666667,0.347926267281106
7,0.7524038461538461,0.717391304347826,0.7722222222222221,0.7166666666666667,0.714797223237121
8,0.78125,0.717391304347826,0.718459100812042,0.7152777777777778,0.7100301659125189
9,0.7596153846153846,0.8260869565217391,0.8336182336182336,0.8277777777777778,0.8253570184604668
10,0.8293269230769231,0.5,0.40034965034965037,0.37395833333333334,0.3767940354147251
Average,0.7794607275254867,0.692368177613321,0.6297911229064479,0.6075972222222222,0.6065819144455665
